Measurement date,Sampled at time,Sampling order,Measurement point,Prefecture,City,Sampling coordinate North latitude,Sampling coordinate East longitude,Sampling coordinate North latitude (Decimal),Sampling coordinate East longitude (Decimal),Distance from TEPCO Fukushima Dai-ichi NPP (km),131I radioactivity concentration (Bq/kg),131I detection limit (Bq/kg),134Cs radioactivity concentration (Bq/kg),134Cs detection limit (Bq/kg),137Cs radioactivity concentration (Bq/kg),137Cs detection limit (Bq/kg),Remark
2011-10-21,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-22,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-23,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-24,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-25,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-26,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-27,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-28,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-29,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-30,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-10-31,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-01,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-02,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-03,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-04,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-05,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-06,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-07,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-08,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-09,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-10,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-11,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-12,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-13,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-14,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-15,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-16,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-17,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-18,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-19,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-20,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-21,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-22,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-23,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-24,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-25,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-26,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-27,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-28,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-29,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-11-30,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-01,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-02,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-03,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-04,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-05,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-06,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-07,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-08,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-09,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-10,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-11,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-12,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-13,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-14,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-15,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-16,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-17,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-18,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-19,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-20,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-21,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-22,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-23,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-24,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-25,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-26,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-27,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-28,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-29,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-30,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2011-12-31,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-01,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-02,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-03,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-04,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-05,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-06,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-07,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-08,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-09,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-10,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-11,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-12,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-13,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-14,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-15,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-16,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-17,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-18,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-19,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-20,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-21,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-22,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
2012-01-23,11:00,First time,"Environmental Radioactivity Monitoring Center of Fukushima Fukushima Branch (Hokidachinai, Fukushima City)",Fukushima prefecture,Fukushima city,"37°44'32.3""","140°26'48.8""",37.742300,140.447000,62.7,ND,7.0E-01,ND,7.0E-01,ND,7.0E-01,
