Announced date,Prefecture,City,Survey type,Number of samples,134Cs + 137Cs Radioactivity concentration (Bq/kg),134Cs + 137Cs Detection limit (Bq/kg)
2011/9/10,Fukushima prefecture,Nishishirakawa county Nakajima village,Preliminary investigation,5,ND,
2011/9/23,Fukushima prefecture,Nishishirakawa county Nakajima village,This survey,6,ND,
2011/9/10,Fukushima prefecture,Nishishirakawa county Yabuki town,Preliminary investigation,5,ND,
2011/9/30,Fukushima prefecture,Nishishirakawa county Yabuki town,This survey,,2.4E+01,
2011/9/30,Fukushima prefecture,Nishishirakawa county Yabuki town,This survey,7,ND,
2011/9/9,Fukushima prefecture,Higashishirakawa county Tanagura town,Preliminary investigation,,9.8E+01,
2011/9/9,Fukushima prefecture,Higashishirakawa county Tanagura town,Preliminary investigation,4,ND,
2011/9/22,Fukushima prefecture,Higashishirakawa county Tanagura town,This survey,,1.2E+01,
2011/9/22,Fukushima prefecture,Higashishirakawa county Tanagura town,This survey,,8.6E+00,
2011/9/22,Fukushima prefecture,Higashishirakawa county Tanagura town,This survey,12,ND,
2011/9/9,Fukushima prefecture,Higashishirakawa county Yamatsuri town,Preliminary investigation,5,ND,
2011/9/17,Fukushima prefecture,Higashishirakawa county Yamatsuri town,This survey,6,ND,
2011/9/9,Fukushima prefecture,Higashishirakawa county Hanawa town,Preliminary investigation,,1.4E+01,
2011/9/9,Fukushima prefecture,Higashishirakawa county Hanawa town,Preliminary investigation,4,ND,
2011/9/22,Fukushima prefecture,Higashishirakawa county Hanawa town,This survey,10,ND,
2011/9/10,Fukushima prefecture,Higashishirakawa county Samegawa village,Preliminary investigation,5,ND,
2011/9/26,Fukushima prefecture,Higashishirakawa county Samegawa village,This survey,5,ND,
2011/9/16,Fukushima prefecture,Ishikawa county Ishikawa town,Preliminary investigation,,1.2E+01,
2011/9/16,Fukushima prefecture,Ishikawa county Ishikawa town,Preliminary investigation,4,ND,
2011/10/5,Fukushima prefecture,Ishikawa county Ishikawa town,This survey,13,ND,
2011/9/15,Fukushima prefecture,Ishikawa county Tamakawa village,Preliminary investigation,,1.3E+01,
2011/9/15,Fukushima prefecture,Ishikawa county Tamakawa village,Preliminary investigation,,5.6E+01,
2011/9/15,Fukushima prefecture,Ishikawa county Tamakawa village,Preliminary investigation,3,ND,
2011/9/30,Fukushima prefecture,Ishikawa county Tamakawa village,This survey,5,ND,
2011/9/2,Fukushima prefecture,Ishikawa county Hirata village,This study (early shipment rice),,ND,
2011/9/8,Fukushima prefecture,Ishikawa county Hirata village,This study (early shipment rice),,ND,
2011/9/16,Fukushima prefecture,Ishikawa county Hirata village,Preliminary investigation,5,ND,
2011/10/6,Fukushima prefecture,Ishikawa county Hirata village,This survey,5,ND,
2011/9/15,Fukushima prefecture,Ishikawa county Asakawa town,Preliminary investigation,,8.3E+01,
2011/9/15,Fukushima prefecture,Ishikawa county Asakawa town,Preliminary investigation,,2.0E+01,
2011/9/15,Fukushima prefecture,Ishikawa county Asakawa town,Preliminary investigation,,2.6E+01,
2011/9/15,Fukushima prefecture,Ishikawa county Asakawa town,Preliminary investigation,,8.0E+01,
2011/9/15,Fukushima prefecture,Ishikawa county Asakawa town,Preliminary investigation,,ND,
2011/9/29,Fukushima prefecture,Ishikawa county Asakawa town,This survey,2,ND,
2011/10/3,Fukushima prefecture,Ishikawa county Asakawa town,This survey,7,ND,
2011/10/4,Fukushima prefecture,Ishikawa county Asakawa town,This survey,2,ND,
2011/9/17,Fukushima prefecture,Ishikawa county Furudono town,Preliminary investigation,5,ND,
2011/9/30,Fukushima prefecture,Ishikawa county Furudono town,This survey,3,ND,
2011/10/3,Fukushima prefecture,Ishikawa county Furudono town,This survey,,8.7E+00,
2011/10/3,Fukushima prefecture,Ishikawa county Furudono town,This survey,4,ND,
2011/9/17,Fukushima prefecture,Tamura county Miharu town,Preliminary investigation,,1.5E+01,
2011/9/23,Fukushima prefecture,Tamura county Miharu town,Preliminary investigation,,1.0E+01,
2011/9/23,Fukushima prefecture,Tamura county Miharu town,Preliminary investigation,5,ND,
2011/9/30,Fukushima prefecture,Tamura county Miharu town,This survey,5,ND,
2011/10/3,Fukushima prefecture,Tamura county Miharu town,This survey,,ND,
2011/10/4,Fukushima prefecture,Tamura county Miharu town,This survey,4,ND,
2011/10/5,Fukushima prefecture,Tamura county Miharu town,This survey,,ND,
2011/10/7,Fukushima prefecture,Tamura county Miharu town,This survey,,9.3E+00,
2011/10/7,Fukushima prefecture,Tamura county Miharu town,This survey,9,ND,
2011/10/8,Fukushima prefecture,Tamura county Miharu town,This survey,2,ND,
2011/10/12,Fukushima prefecture,Tamura county Miharu town,This survey,3,ND,
2011/9/7,Fukushima prefecture,Tamura county Ono town,This study (early shipment rice),,ND,
2011/9/17,Fukushima prefecture,Tamura county Ono town,Preliminary investigation,5,ND,
2011/9/30,Fukushima prefecture,Tamura county Ono town,This survey,,5.7E+01,
2011/9/30,Fukushima prefecture,Tamura county Ono town,This survey,6,ND,
2011/10/3,Fukushima prefecture,Tamura county Ono town,This survey,2,ND,
2011/10/6,Fukushima prefecture,Tamura county Ono town,This survey,2,ND,
2011/10/7,Fukushima prefecture,Tamura county Ono town,This survey,,ND,
2011/9/10,Fukushima prefecture,Soma county Shinchi town,Preliminary investigation,,8.1E+00,
2011/9/10,Fukushima prefecture,Soma county Shinchi town,Preliminary investigation,,1.6E+01,
2011/9/10,Fukushima prefecture,Soma county Shinchi town,Preliminary investigation,3,ND,
2011/9/28,Fukushima prefecture,Soma county Shinchi town,This survey,,1.0E+01,
2011/9/28,Fukushima prefecture,Soma county Shinchi town,This survey,,1.1E+01,
2011/9/28,Fukushima prefecture,Soma county Shinchi town,This survey,4,ND,
